client_id,transactions_2010,transactions_2011,transactions_2012,transactions_2013,transactions_2014,transactions_2015,transactions_2016,transactions_2017,transactions_2018,transactions_2019,average_yearly_spend,yearly_income,income minus avg,# of zeros,Class,Classification
1016,4634.77,4118.85,5590.75,7106.42,5053.6,4910.86,5801.29,5085.43,4932.32,5154.46,5238.875,553,(4685.88),0,Overspender,1
1018,75836.05,76220.3,73887.57,77356.54,76086.49,73904.77,75866.85,75427.84,70645.15,63671.03,73890.259,31805,(42085.26),0,Overspender,1
1019,43184.01,40310.24,41965.04,38249.52,37696.18,45616.09,44516.4,39130.13,40053.63,46225.45,41694.669,29928,(11766.67),0,Overspender,1
1020,77392.51,79950.31,76910.86,83755.81,83609.74,81295.73,78996.69,79038.86,77981.53,62030.04,78096.208,54122,(23974.21),0,Overspender,1
1022,63154.85,67086.58,66200.23,66381.58,67379.85,70921.94,66772.82,67093.34,67328.17,55321,65764.036,35876,(29888.04),0,Overspender,1
1024,37274.73,38051.05,34701.81,41260.1,37613.84,38161.94,37665.39,40787.79,37210.13,33776.81,37650.359,65573,27922.64 ,0,Saver,0
1026,32928.16,32848.5,34638.87,32076.58,31581.55,31532.75,32422.08,29701.44,30333.03,25465.72,31352.868,17016,(14336.87),0,Overspender,1
1027,56740.55,57494.12,64427.75,52789.07,54160.37,56338.62,54104.45,53534.24,59184.9,53511.64,56228.571,61646,5417.43 ,0,Saver,0
1028,91947.21,92402.97,81861.51,90095.14,86364.54,86126.94,92068.02,93957.01,89802.12,73507.91,87813.337,81122,(6691.34),0,Overspender,1
1029,35922.49,30443.55,28591.67,27629.18,28701.3,31933.48,32229.48,31924.13,34439.59,27941.61,30975.648,36589,5613.35 ,0,Saver,0
1030,33976.09,34203.68,34036.78,26738.31,28492.98,33526.8,26779.46,27717.64,28124.37,22273.08,29586.919,44963,15376.08 ,0,Saver,0
1031,39728.25,42402.23,43071.12,44497.48,44277.66,42606.5,43086.78,40705.22,38986.11,33940.48,41330.183,53762,12431.82 ,0,Saver,0
1034,71983.57,77603.57,79211.16,77655,77962.71,85552.6,89051.03,82547.11,76906.49,69397.87,78787.111,55569,(23218.11),0,Overspender,1
1039,55085.15,56163.45,57649.41,57600.55,54562.03,58109.62,62706.66,59989.53,56095.71,46247.92,56421.003,11566,(44855.00),0,Overspender,1
1041,35876.13,31368.29,37484.44,33803.58,31516.15,33598.81,37957.4,36220.32,32583.26,29014.03,33942.241,32522,(1420.24),0,Overspender,1
1046,42880.36,45591.06,43421.87,44461.71,43953.42,43761.22,45295.72,44644.62,43005.43,40712.56,43772.797,36715,(7057.80),0,Overspender,1
1048,40986.88,35974.8,39491.46,36543.34,38334.26,33230.84,40489.61,36886.04,34065.64,33789.21,36979.208,53878,16898.79 ,0,Saver,0
1050,40323.25,74034.68,75338.73,76932.27,78929.68,79439.83,78516.37,80205.3,79723.78,63299.36,72674.325,35938,(36736.33),0,Overspender,1
1052,86348.02,87405.4,98288.27,83706.95,89271.25,89414.73,89769.65,91683.14,88568.46,69834.15,87429.002,28210,(59219.00),0,Overspender,1
1053,81442.83,92023.9,83005.74,97315.33,78478.75,82676.13,88249.26,80979.21,86799.26,71286.18,84225.659,55571,(28654.66),0,Overspender,1
1054,27826.32,29110.36,29204.37,25372.8,25248.54,31591.69,29247.1,28112.41,26881.72,22503.08,27509.839,46077,18567.16 ,0,Saver,0
1058,60678.37,59164.32,60930.9,61342.33,66000.39,62495.23,60939.21,66799.64,58437.64,51319.58,60810.761,35196,(25614.76),0,Overspender,1
1060,28516.09,34595.26,32897.77,33330.79,29046.86,31025.54,33428.53,31554.98,30726.72,26025.82,31114.836,21547,(9567.84),0,Overspender,1
1063,69596.13,69558.5,68703.91,72568.14,67383.34,69474.69,70671.77,73368.09,68071.22,55023.34,68441.913,37898,(30543.91),0,Overspender,1
1066,139172.48,142719.9,142359.81,143428.49,141957.02,144754.81,148533.14,145253.54,140031.14,114309.34,140251.967,54124,(86127.97),0,Overspender,1
1067,44801.09,40202.04,38316.99,41013.81,43753.55,42976.72,40886.16,42667.55,42548.29,36588.8,41375.5,41790,414.50 ,0,Saver,0
1069,34923.66,39717.54,37496.33,40717.48,40872.88,43520.46,42348.13,43466.29,42941.98,36455.33,40246.008,45852,5605.99 ,0,Saver,0
1070,40703.04,42436.68,38230.55,42417.3,39632.34,40568.1,43302.79,40312.51,39548.14,32593.19,39974.464,51528,11553.54 ,0,Saver,0
1072,47801.78,44740.83,46206.84,46832.26,48023.45,45311.63,44622.9,49576,45921.75,37395.44,45643.288,40017,(5626.29),0,Overspender,1
1073,44181.34,41548.09,45037.41,38175.49,45976.53,44055.6,42302.56,41218.67,39093.27,31761.23,41335.019,35264,(6071.02),0,Overspender,1
1074,25386.33,24662.37,27416.87,23207.15,22773.31,26147.61,26615.04,27586.88,24776.61,22335.39,25090.756,32819,7728.24 ,0,Saver,0
1075,62250.21,69669.55,69303.94,71681.3,69960.57,77913.88,68704.87,75057.82,71926.97,59735.71,69620.482,51500,(18120.48),0,Overspender,1
1076,35409.91,30299.08,30950.86,27116.54,33806.91,31119.59,28914.34,28846.19,30330.26,25411.93,30220.561,37342,7121.44 ,0,Saver,0
1077,57236.47,55265.02,55186.26,56287.12,55369.34,52726.36,55194.21,51067.06,54206.74,44415.34,53695.392,12044,(41651.39),0,Overspender,1
1078,70911.74,64794.11,65632.58,68089.38,70636.1,66585.06,67549.08,64812.2,63923.28,57220.39,66015.392,57576,(8439.39),0,Overspender,1
1079,92188.64,90894.01,88073.55,78918.25,83462.65,80147.27,80932.45,87487.03,86078.45,63271.79,83145.409,103294,20148.59 ,0,Saver,0
1080,33604.29,32486.56,36009.81,32347.61,33584.84,34320.05,33086.3,35520.52,31108.46,30138.04,33220.648,29413,(3807.65),0,Overspender,1
1081,86010.06,79425.38,81706.82,76078.75,76942.54,78986.68,82168.48,76672.76,80139.05,75249.38,79337.99,50666,(28671.99),0,Overspender,1
1082,36658.67,34019.2,40082.47,35432.1,32425.83,34578.7,36399.13,36211.12,40094.96,31675.31,35757.749,33934,(1823.75),0,Overspender,1
1083,100119.69,99136.04,101047.45,98725.3,95627.45,96124.66,100506.18,94859.39,105241.89,78829.15,97021.72,38568,(58453.72),0,Overspender,1
1084,64680.68,56742.77,51235.15,56615.85,44305.89,51407.81,48266.15,51919.59,45998.15,39994.54,51116.658,64262,13145.34 ,0,Saver,0
1086,42681.38,34514.4,40190.63,41179.9,34616.55,39835.71,38455.6,39669.03,35924.59,37045.73,38411.352,76274,37862.65 ,0,Saver,0
1087,19113.02,22775.68,22523.76,20081.78,19445.8,21110.34,26676.89,22334.43,19838.48,18564.78,21246.496,30997,9750.50 ,0,Saver,0
1088,33009.76,31914.82,39035.94,35692.98,35978.09,35277.33,35329.01,42411.55,35656.06,24768.52,34907.406,34982,74.59 ,0,Saver,0
1089,1879.44,34211.94,48455.58,49693.39,46445.95,48034.77,45669.17,43290.97,42970.72,37447.68,39809.961,51501,11691.04 ,0,Saver,0
1091,40386.38,40558.23,50028.8,42676.35,48789.38,42910.85,41657.05,40739.08,43948.54,27952.94,41964.76,53890,11925.24 ,0,Saver,0
1094,23528.2,21532.2,22762.25,21727.94,22453.77,22857.39,20517.61,21627.18,27968.47,20983.53,22595.854,41442,18846.15 ,0,Saver,0
1095,23778.64,27337.27,25249.4,28866.1,33983.65,27173.74,29072.48,27751.91,29930.83,23681.85,27682.587,22918,(4764.59),0,Overspender,1
1096,79932.69,80079.91,75894.41,78429.53,79896.51,79571.84,81824.2,79456.08,80747.2,69546.51,78537.888,41379,(37158.89),0,Overspender,1
1097,29415.93,28833.03,29638.47,31475.01,26262.27,29077.55,28040.25,26913.41,32184.01,23055.83,28489.576,32343,3853.42 ,0,Saver,0
1098,144277.18,145254.2,147897.95,144965.33,143665.52,157328.83,149765.33,148861.55,154798.23,123352.68,146016.68,34456,(111560.68),0,Overspender,1
1100,87512.27,82165.38,85526.01,81830.84,79782.52,80996.42,88485.85,86662.14,81628.45,72797.73,82738.761,59815,(22923.76),0,Overspender,1
1102,113362.94,114588.11,108819.7,118717.22,111142.99,112212.96,120684.91,110288.54,114701.48,85017.57,110953.642,94733,(16220.64),0,Overspender,1
1103,51638.59,51485.2,54481.81,54264.72,50322.42,52042.76,52188.16,52234.18,48680.84,39583.52,50692.22,25723,(24969.22),0,Overspender,1
1104,69847.78,71427.23,68623.01,69913.38,68946.82,69357.18,72853.51,73288.41,72212.85,57596.94,69406.711,40141,(29265.71),0,Overspender,1
1105,76441.17,78531.79,78287.93,77110.76,77653.32,72234.45,77249.11,81066.4,75118.69,63011.67,75670.529,22104,(53566.53),0,Overspender,1
1106,31040.03,28018.74,31577.12,27090.31,31459.56,31140.35,32541.23,32072.79,33335.99,26677.24,30495.336,20783,(9712.34),0,Overspender,1
1107,42297.42,43154.93,41386.7,42478.63,42655.44,45030.32,40561.56,43801.8,43407.38,39903.17,42467.735,40516,(1951.74),0,Overspender,1
1114,27942.13,26246.33,25420.94,26612.03,29589.3,30680.06,27825.25,26959.14,25033.11,23573.32,26988.161,37115,10126.84 ,0,Saver,0
1115,71675.85,71212.8,73624.06,71840.64,68940.6,69646.94,72566.35,71575.36,70102.21,57255.91,69844.072,30198,(39646.07),0,Overspender,1
1116,98288.07,109992.67,102809.85,110127.6,109123.97,108870.55,106422.09,105570.37,105748.8,83551.08,104050.505,42509,(61541.50),0,Overspender,1
1117,99128.81,105560.29,103988.5,102365.76,103474.73,109986.96,102277.61,104573.03,107919.68,87574.01,102684.938,27691,(74993.94),0,Overspender,1
1121,77424.74,81698.45,74280.43,75502.98,84253.4,86818.66,84248.23,82939.21,89423.79,75112.18,81170.207,84365,3194.79 ,0,Saver,0
1123,16394.78,18551.35,15476.87,15582.73,15708.94,20902.39,18097.66,15850.79,15769.77,14121.49,16645.677,27896,11250.32 ,0,Saver,0
1127,58668.1,57194.95,55770.3,56589.81,61368.83,57624.4,58860.08,61920.79,58378.23,49062.88,57543.837,35590,(21953.84),0,Overspender,1
1128,29114.84,26231.37,26906.07,28480.66,24531.87,26479.95,27568.9,26335.3,25393.32,21612.02,26265.43,34606,8340.57 ,0,Saver,0
1129,70539.14,72440.14,74837.92,75096.54,70677.68,71478.39,73140.85,68810.11,69089.03,62672.86,70878.266,34449,(36429.27),0,Overspender,1
1130,75617.69,74657.28,71430.34,76332.76,71858.76,74248.34,72094.85,74802.94,74657.88,59907.42,72560.826,44355,(28205.83),0,Overspender,1
1131,15046.06,81570.21,81404.49,82603.5,87560.61,83558.54,80135.47,80528.77,89419.65,71577.74,75340.504,19682,(55658.50),0,Overspender,1
1133,32909.29,32102.2,31389.24,32166.91,31896.56,28895.49,32723.35,31737.28,32161.19,25378.88,31136.039,46599,15462.96 ,0,Saver,0
1135,59184.49,62819.88,65436.55,56785.85,66164.33,70867.32,64744.17,60351.12,64434.2,50993.03,62178.094,68010,5831.91 ,0,Saver,0
1137,34587.22,33754.34,33712.46,31979.37,33840.87,32807.4,33135.14,35989.06,34401.01,25990.52,33019.739,33465,445.26 ,0,Saver,0
1138,29990.59,31448.43,30461.55,64702.67,73197.71,79577.71,82065.72,80568.26,75713.83,67566.89,61529.336,41886,(19643.34),0,Overspender,1
1140,47165.1,45566.39,45366.45,51819.5,47969.12,45176.02,45986.53,49057.03,47983.64,35133.47,46122.325,55351,9228.68 ,0,Saver,0
1141,31963.17,31561.98,31180.66,30860.31,33097.49,35048.3,30497.9,30283.9,29622.86,25212.67,30932.924,27266,(3666.92),0,Overspender,1
1142,56772.89,67579.63,52380.57,57369.44,55040.98,52529.45,58652.82,60196.51,53821.92,48998.13,56334.234,79272,22937.77 ,0,Saver,0
1144,65400.38,63893.62,63995.91,68474.71,70253.79,66877.05,68448.06,67617.03,64119.76,53953.28,65303.359,30495,(34808.36),0,Overspender,1
1145,47525.98,92037.48,92716.95,95038.95,94900.25,90800.01,95734.67,93469.25,89752.14,81651.79,87362.747,75080,(12282.75),0,Overspender,1
1147,96957.89,99312.97,96333.75,103950.35,105780.61,112591.57,102500.85,100666.55,94003.62,83840.45,99593.861,104692,5098.14 ,0,Saver,0
1148,32781.94,34758.57,33583.23,35922.98,35645.12,32184.95,36326.69,33181.5,33291.57,29758.99,33743.554,36711,2967.45 ,0,Saver,0
1150,60975.37,64308.44,71527.19,65027.33,67166.47,66504.02,76761.27,68580.27,66887.26,54660.08,66239.77,63030,(3209.77),0,Overspender,1
1151,6661.08,6983.33,7968.39,7588.12,7011.77,7740.43,8070.82,6288.76,6336.63,5212.39,6986.172,920,(6066.17),0,Overspender,1
1153,9884.19,9202.89,9287.67,8007.11,7186.29,8118.66,8716.42,8009.33,8185.62,7293.64,8389.182,58006,49616.82 ,0,Saver,0
1155,63819.8,60195.9,59634.89,58780.56,59878.94,60907.06,62327.75,63948.71,62709.73,51590.53,60379.387,29494,(30885.39),0,Overspender,1
1156,102859.83,100682.25,97451.6,104512.97,116998.51,108141.71,111948.9,108546.04,121457.44,95361.25,106796.05,280199,173402.95 ,0,Saver,0
1163,33618.64,35042.39,36021.85,31747.76,36754.35,34355.08,38290.37,33037.09,34974.82,27292.06,34113.441,67170,33056.56 ,0,Saver,0
1164,98700.93,90864.94,81469.18,87458.81,86531.88,92866.57,91663.31,91359.37,96843.35,72751.33,89050.967,109687,20636.03 ,0,Saver,0
1166,45762.55,39281.41,44712.78,39074.56,39236.2,39191.09,38428.34,38792.51,41935.31,33256.75,39967.15,39898,(69.15),0,Overspender,1
1168,155956.78,161122.76,149049.35,161250.43,162798.41,159597.78,170698.48,167175.52,177724.88,125448.36,159082.275,109673,(49409.28),0,Overspender,1
1169,123157.87,125766.14,131799.43,135584.21,127057.28,130246.94,138071.69,133664.53,135131.26,116817.27,129729.662,61901,(67828.66),0,Overspender,1
1170,37327.29,33048.23,36327.99,36029.33,34459.08,38385.14,39381.13,38874.87,39182.85,33214.84,36623.075,40867,4243.93 ,0,Saver,0
1171,48881.87,51764.02,51969.08,50989.01,52505.79,49996.03,54628.64,51534.26,51652.07,40989.03,50490.98,39214,(11276.98),0,Overspender,1
1173,43313.61,44637.86,51150.92,46544,46881.64,44660.71,45537.42,44964.39,48948.05,39227.44,45586.604,51703,6116.40 ,0,Saver,0
1176,70534.59,63362.43,64853.84,64510.57,72356.16,72434.91,71465.79,66528.44,72943.14,58324.61,67731.448,57348,(10383.45),0,Overspender,1
1177,36064.37,42380.52,33404.78,39048.73,46941.33,40409.55,42343.7,43169.69,35340.87,29953.46,38905.7,64672,25766.30 ,0,Saver,0
1179,37821.74,30081.32,35179.99,33457.83,31241.57,29385.89,34562.25,31079.78,32618.99,29523.22,32495.258,49570,17074.74 ,0,Saver,0
1181,47174.72,45312.42,45301.57,45454.07,46974.27,44156.17,45844.38,41706.6,53755.72,39932.21,45561.213,51581,6019.79 ,0,Saver,0
1183,31224.45,32458.49,33858.29,34368.79,35867.08,37086.45,31061.11,32302.75,33068.29,27222.08,32851.778,32820,(31.78),0,Overspender,1
1184,46142.94,43169.28,43753.23,51138.84,43988.27,47867.6,42671.12,44275.34,46088.31,40206.72,44930.165,68765,23834.84 ,0,Saver,0
1187,21670.46,19241.38,19287.79,20152.86,17588.78,19060.05,21333.7,19487.69,18127.66,15749.15,19169.952,47334,28164.05 ,0,Saver,0
1189,28999.45,26202.89,25489.81,29746.17,28711.48,29696.49,30332.1,30867.3,29617.76,21483.38,28114.683,31582,3467.32 ,0,Saver,0
1190,82335.7,77549.29,74243.77,78871.76,81649.14,86964.82,83241.25,80345.56,83590.3,67736.75,79652.834,44383,(35269.83),0,Overspender,1
1192,18688.13,17649.75,14656.18,14505,16267.98,14491.11,15626.01,17184.14,14937.55,14584.87,15859.072,40026,24166.93 ,0,Saver,0
1193,44192.24,47943.92,47309.96,45364.6,44611.06,44155.45,47655.01,43839.72,44275.5,34216.56,44356.402,51717,7360.60 ,0,Saver,0
1194,45773.53,51429.52,46809.1,51362.57,51183.63,54745.77,48563.08,48578.16,49583.34,43004.39,49103.309,38041,(11062.31),0,Overspender,1
1195,59642.79,60134.19,59840.49,68034.19,63176.73,63098.92,62303.78,66291.75,59061.41,49762,61134.625,40696,(20438.63),0,Overspender,1
1196,44157.25,43970.93,45875.68,46635.71,49169.97,44824.79,47312.11,46362.99,49260.21,40794.81,45836.445,34895,(10941.44),0,Overspender,1
1198,58235,61681.44,62643.38,64019.29,66021.39,70099.38,64414.37,69048.45,70871.86,54919.66,64195.422,10869,(53326.42),0,Overspender,1
1201,64091.53,65083.95,68062.57,66916.19,64982.43,61712.83,64785.59,63086.28,66046.95,61509.93,64627.825,115465,50837.18 ,0,Saver,0
1202,12377.34,11811.44,11073.63,11327.27,11769.75,10844.26,12752.63,11436.25,12410.23,9765.81,11556.861,4,(11552.86),0,Overspender,1
1203,12773.44,13512.35,13114.71,12847.87,12109.99,13007.46,15537.55,14804.94,12802.71,11342.18,13185.32,41537,28351.68 ,0,Saver,0
1204,45906.33,35767.44,38400.11,41684.8,40737.69,40490.68,30229.1,39247.36,37482.8,35311.28,38525.759,69440,30914.24 ,0,Saver,0
1207,73567.37,76598.98,82106.14,84131.01,84674.37,82467.61,85636.2,81859.2,86222.21,71520.6,80878.369,56368,(24510.37),0,Overspender,1
1208,29807.07,32001.34,31154.29,34125.4,32767.36,31712.75,30933.46,31452.61,29582.2,25594.85,30913.133,33387,2473.87 ,0,Saver,0
1209,108712.15,105873.65,100907.74,112199.68,109202.91,107833.49,106812.38,105240.74,101987.55,89090.66,104786.095,63815,(40971.10),0,Overspender,1
1210,32354.25,34254.97,32026.06,36848.46,40756.52,31928.99,34699.86,36656.56,35469.47,28102.78,34309.792,34531,221.21 ,0,Saver,0
1211,33132.24,34146.09,37604.81,31211.78,35271.97,36705.16,40213.54,32923.28,33456.96,25363.52,34002.935,38249,4246.07 ,0,Saver,0
1213,21785.74,23100.94,26186.4,25838.63,23741.31,24399.02,30821.86,29240.26,23699.08,22409.32,25122.256,43579,18456.74 ,0,Saver,0
1214,53237.38,70222.25,57421.95,55599.1,59075.13,52779.36,54986.66,59298.62,56030.12,50055.04,56870.561,72470,15599.44 ,0,Saver,0
1217,55672.26,51230.67,49143.45,47672.76,48586.74,50293.46,49043.2,56312.01,50777.46,39228.03,49796.004,44992,(4804.00),0,Overspender,1
1219,43552.97,67320.01,69708.74,78258.86,78329.58,68099.8,68786.34,67378.64,80799.96,57060.47,67929.537,58105,(9824.54),0,Overspender,1
1221,36088.96,34676.53,31894.25,33048.35,35115.73,30806.8,33228.06,35705.42,33293.15,29915.22,33377.247,30747,(2630.25),0,Overspender,1
1222,40855.67,42518.38,41582.52,45993.23,41128.11,38822.58,43108.88,41992.8,43451.96,32110.81,41156.494,28738,(12418.49),0,Overspender,1
1224,82636.19,80687.71,80925.52,75547.61,75879.64,77273.24,78264.99,84523.75,80372.71,66046.9,78215.826,53464,(24751.83),0,Overspender,1
1225,61513.15,55320.83,57154.57,63036.59,63584.83,63076.23,59617.08,67842.01,60921.95,55600.26,60766.75,62837,2070.25 ,0,Saver,0
1226,57019.48,59864.27,59801.06,60602.33,58807.9,64174.43,56433.9,66445.58,59285.05,47561.86,58999.586,36860,(22139.59),0,Overspender,1
1227,33814.64,41259.22,43000.93,43153.56,45168.92,45138.31,44269.03,40607.09,39464.94,40933.09,41680.973,67344,25663.03 ,0,Saver,0
1228,38440.08,38836.69,41260.01,39705.65,39834.12,38855.14,40141.5,42564.61,44783.1,35881.49,40030.239,47482,7451.76 ,0,Saver,0
1229,52169.34,55343.4,56241.65,53678.36,47423.02,53689.42,56731.33,48283.99,53343.36,40323.66,51722.753,49350,(2372.75),0,Overspender,1
1234,23933.51,22725.59,22476.98,25625.86,24027.21,21597.71,22596.91,23795.22,23094.77,19760.71,22963.447,62185,39221.55 ,0,Saver,0
1236,26323.72,24614.25,20455.88,25114.8,24037.71,25636,28222.87,24301.18,27064.25,21497.99,24726.865,25243,516.14 ,0,Saver,0
1237,60327.5,61379.96,63583.97,66631.62,67472.24,75536.95,68434.83,67593.43,71039.47,57356.87,65935.684,32150,(33785.68),0,Overspender,1
1238,119253.39,107249.96,113231.36,108284.13,104705.91,106050.04,108324.05,115078.28,121454.61,82839.45,108647.118,96661,(11986.12),0,Overspender,1
1239,36104.3,42599.76,36334.26,35517.15,40559.37,34604.51,39722.78,40654.87,40486.22,31311.39,37789.461,38081,291.54 ,0,Saver,0
1240,32404.21,32786.96,33285.53,35272.78,33496.92,37373.89,31399.39,36721.68,33605.76,30440.93,33678.805,31814,(1864.81),0,Overspender,1
1241,114514.19,117075.87,113556.88,112167.4,115557.51,120523.3,113224.11,116993.93,109476.88,94731.05,112782.112,49396,(63386.11),0,Overspender,1
1242,38821.96,32525.3,33834.66,31051.32,34508.77,30559.96,31680.79,34013.97,35966.34,28412.9,33137.597,30509,(2628.60),0,Overspender,1
1243,66984.31,61170.88,64634.6,67297.01,65541.05,64688.45,64356.69,65517.22,66026.3,56628.33,64284.484,34884,(29400.48),0,Overspender,1
1245,33617.37,35909.66,32456.07,37679.33,34527.82,34298.61,35068.39,37220.34,35059.33,30336.35,34617.327,42900,8282.67 ,0,Saver,0
1246,29433.35,32333.91,40198.66,31724.27,32058.19,31853.83,30217.13,34722.01,31526.41,25962.78,32003.054,31008,(995.05),0,Overspender,1
1247,44652.91,42349.17,46472.6,44722.43,45352.64,43907.9,48796.12,51194.68,50549.81,38715.17,45671.343,44152,(1519.34),0,Overspender,1
1248,33879.94,34412.47,34940.55,35541.42,36684.22,42958.39,34892.85,31583.43,33328.23,30672.75,34889.425,43386,8496.58 ,0,Saver,0
1250,36934.5,32800.93,34403.38,31679.28,37658.33,37124.08,35689.14,35170.07,33655.72,27066.89,34218.232,38499,4280.77 ,0,Saver,0
1251,29946.19,30129.9,30176.2,31138.05,28916.57,32408.09,31680.37,29720.78,39792.49,32441.04,31634.968,42150,10515.03 ,0,Saver,0
1253,109467.65,110195.08,113197.65,114755.53,110869.99,109956.67,112826.3,114189.9,111562.64,99416.49,110643.79,58749,(51894.79),0,Overspender,1
1254,19613.26,21570.52,21014.68,21479.3,23305.72,21421.88,21433.53,23685.75,20486.81,19124.38,21313.583,34619,13305.42 ,0,Saver,0
1256,69361.06,55350.83,64644.89,60650.11,62467.49,53960.72,63377.23,68169.55,70020.78,54018.08,62202.074,56248,(5954.07),0,Overspender,1
1257,20186.53,25795.8,20875.07,19659.68,19640.26,29666.93,22009.2,20943.88,22048.92,17450.74,21827.701,48259,26431.30 ,0,Saver,0
1258,38423.6,40161.05,37219.9,39528.48,43511.17,40684.91,37639.74,37037.44,41664.21,33043.27,38891.377,15470,(23421.38),0,Overspender,1
1259,93368.8,97200.13,97368.8,102023.28,106168.69,110907.67,103009.05,103959.47,89473.54,75530.49,97900.992,192269,94368.01 ,0,Saver,0
1261,39486.11,43293.95,42310.13,38375.92,45874.04,45481.85,40666.55,42957.44,43295.87,35290.78,41703.264,68787,27083.74 ,0,Saver,0
1262,20569.52,18231.24,21244.63,18900.73,18717.19,17396.19,19764.18,19930.42,18680.11,14433.44,18786.765,27981,9194.24 ,0,Saver,0
1263,29856.25,28751.47,33436.88,34954.54,33463,32716.09,32886.85,32736.63,32693.05,28641.14,32013.59,36652,4638.41 ,0,Saver,0
1266,28816.48,25984.46,26627.92,29367.24,26867.35,26620.4,26819.73,24776.86,26088.98,20849.98,26281.94,46063,19781.06 ,0,Saver,0
1267,39343.98,39232.63,40323.49,41096.73,37198.06,35437.23,37635.16,34399.5,40396.3,31642.15,37670.523,31912,(5758.52),0,Overspender,1
1268,17452.74,19077.81,20257.85,17559.64,18665.78,18082.95,17140.68,17189.49,17815.31,13183.68,17642.593,29597,11954.41 ,0,Saver,0
1269,60714.78,63155.8,58947.11,59150.12,56582.52,57958.44,63591.3,63885.66,59591.59,47756.44,59133.376,36335,(22798.38),0,Overspender,1
1274,97043.85,89410.03,90758.03,92099.17,89690.86,95228.88,95028.66,99336.57,93108.97,82307.16,92401.218,49464,(42937.22),0,Overspender,1
1276,55111.09,51970.7,46098.9,44833.77,55617.34,44488.77,46923.87,41846.22,44140.83,34796.17,46582.766,41793,(4789.77),0,Overspender,1
1279,59914.48,54889.92,55751.45,52164.27,57842.81,53542.88,54565.79,56591.63,55126.72,45727.36,54611.731,62103,7491.27 ,0,Saver,0
1281,13766.5,13680.11,16224.04,14775.69,14656.35,12256.75,17292.11,16572.85,14601.21,10439.86,14426.547,26546,12119.45 ,0,Saver,0
1283,60597.03,61166.48,58927.57,61020.98,62004.92,55613.43,58691.83,61690.15,61050.11,53238.06,59400.056,63673,4272.94 ,0,Saver,0
1284,49573.52,47335.4,50021.01,46316.51,50415.61,47524.57,51140.67,48314.33,48928.05,38001.9,47757.157,39947,(7810.16),0,Overspender,1
1285,82426.03,71294.22,74133.65,73759.91,85099.26,66729.95,68108.31,73650.98,80866.89,65722.55,74179.175,65298,(8881.18),0,Overspender,1
1286,74163.8,79373.63,68177.49,70243.68,73849.93,72822.82,75059.87,76761.35,67145.86,58951.03,71654.946,61578,(10076.95),0,Overspender,1
1288,52945.95,48303.13,52975.19,51890.57,48812.62,50823.41,51941.67,47416.15,55251.54,41545.45,50190.568,38059,(12131.57),0,Overspender,1
1291,44721.99,44042.38,45395.25,42891.56,41617.55,47747.89,44539.67,47605.23,43116.84,37376.77,43905.513,34869,(9036.51),0,Overspender,1
1294,69750.88,64751.01,69745.57,65970.42,66956.8,60489.75,64911.28,68013.62,67338.81,51329.67,64925.781,59114,(5811.78),0,Overspender,1
1295,74534.82,77035.34,68666.32,74605.23,74914.82,72729.24,75503.65,70655.83,72313.75,59621.02,72058.002,27772,(44286.00),0,Overspender,1
1296,59081.73,61629.94,65804.62,59464.15,58812.61,61189.84,59176.97,62886.05,56832.13,48137.15,59301.519,46683,(12618.52),0,Overspender,1
1298,18091.16,21554.19,18356.64,20178.71,19117.47,21181.23,18539.53,18645.79,18708.09,16335.09,19070.79,25603,6532.21 ,0,Saver,0
1299,25608.38,27520.98,24842.96,21153.24,31415.2,25145.74,28800.07,27872.8,26420.08,22764.59,26154.404,37299,11144.60 ,0,Saver,0
1300,29570.45,26455.77,28366.69,27670.38,28871.48,31433.02,29008.1,28837.72,29857.33,24006.88,28407.782,23092,(5315.78),0,Overspender,1
1302,51842.7,56491.33,52800.14,56723.22,53579.83,56691.06,60012.85,53061.97,55688.71,48820.19,54571.2,28988,(25583.20),0,Overspender,1
1303,30153.03,34418.62,31754.43,25804.74,35931.15,29861.3,36696.73,31155.19,37057.73,28840.41,32167.333,61937,29769.67 ,0,Saver,0
1305,37838.13,37159.84,33699.02,38384.29,36441.71,34634.81,33318.67,37034.23,38826.9,30154.31,35749.191,38971,3221.81 ,0,Saver,0
1307,83861.32,77042.45,83539.06,72735.53,90266.52,80033.35,78851.16,83798.24,82209.67,63475.45,79581.275,87030,7448.73 ,0,Saver,0
1313,55363.19,54337.89,55403.28,56228.86,55254.37,53550.04,51685.84,56470.34,55584.87,45378.42,53925.71,30172,(23753.71),0,Overspender,1
1314,66223.81,63727.25,69214.69,70405.99,71077.34,76603.26,71053.11,75180.56,68305.82,61873.92,69366.575,39404,(29962.58),0,Overspender,1
1315,23446.78,25222.48,27267.71,24419.5,24913.59,26289.79,26058.9,27465.7,23934.28,24333.46,25335.219,32576,7240.78 ,0,Saver,0
1317,19384.94,18236.4,16532.83,15893.32,19007.34,17354.5,19453.78,16716.5,17288.85,15872.46,17574.092,30910,13335.91 ,0,Saver,0
1323,52141.04,49279.05,53442.95,52881.86,50411.79,53690.57,57100.85,46357.49,55571.49,41435.69,51231.278,31414,(19817.28),0,Overspender,1
1324,57369.64,57267.15,57117.79,58410.68,53514.25,59386.45,52445.63,53394.53,52806.85,51175.98,55288.895,38872,(16416.90),0,Overspender,1
